Episode;Step;Action;Action type;Reward
0;1;3;Random;24
0;2;6;Random;25
0;3;4;Random;42
0;4;1;Random;39
0;5;1;Random;35
0;6;6;Random;36
0;7;3;Random;39
0;8;1;Random;35
0;9;5;Random;19
0;10;8;Random;16
0;11;5;Random;7
0;12;6;Random;14
0;13;5;Random;5
0;14;5;Random;0
0;15;6;Random;1
0;16;5;Random;0
0;17;4;Random;1
1;1;3;Random;24
1;2;0;Random;27
1;3;8;Random;23
1;4;5;Random;13
1;5;7;Random;14
1;6;2;Random;16
1;7;3;Random;14
1;8;6;Random;17
1;9;6;Random;14
1;10;1;Random;19
1;11;1;Random;19
1;12;5;Random;9
1;13;7;Random;8
1;14;1;Random;9
1;15;5;Model;1
1;16;4;Random;9
1;17;3;Random;7
1;18;0;Random;6
1;19;7;Random;5
1;20;2;Random;4
1;21;9;Random;5
1;22;3;Random;6
1;23;2;Random;5
1;24;1;Random;5
1;25;1;Random;2
1;26;9;Random;3
1;27;5;Random;0
1;28;0;Random;0
1;29;6;Random;0
1;30;6;Random;1
1;31;9;Model;0
1;32;7;Random;1
1;33;2;Random;1
1;34;6;Random;0
1;35;6;Random;0
1;36;5;Random;0
1;37;9;Random;0
2;1;5;Random;13
2;2;1;Random;8
2;3;3;Model;6
2;4;3;Model;8
2;5;8;Random;3
2;6;6;Random;8
2;7;4;Random;19
2;8;7;Random;24
2;9;7;Random;29
2;10;9;Random;27
2;11;1;Random;23
2;12;2;Random;21
2;13;6;Random;24
2;14;2;Random;23
2;15;4;Random;39
2;16;6;Random;39
2;17;6;Random;42
2;18;1;Random;38
2;19;7;Random;43
2;20;3;Random;46
2;21;5;Random;25
2;22;0;Random;26
2;23;9;Random;28
2;24;8;Random;25
2;25;3;Random;27
2;26;3;Random;29
2;27;9;Random;27
2;28;9;Random;24
2;29;3;Model;25
2;30;4;Random;36
2;31;4;Random;53
2;32;5;Random;36
2;33;9;Random;33
2;34;7;Random;36
2;35;3;Random;36
2;36;6;Random;41
2;37;7;Random;39
2;38;1;Random;39
2;39;4;Random;56
2;40;2;Random;52
2;41;6;Random;56
2;42;1;Random;53
2;43;8;Random;53
2;44;2;Model;53
2;45;5;Random;38
2;46;7;Random;41
2;47;6;Random;44
2;48;3;Model;42
2;49;4;Model;57
2;50;8;Random;55
2;51;4;Random;72
2;52;7;Random;71
3;1;3;Random;24
3;2;8;Random;19
3;3;6;Random;27
3;4;6;Random;32
3;5;1;Random;29
3;6;9;Random;23
3;7;4;Random;32
3;8;4;Random;45
3;9;8;Random;37
3;10;0;Random;41
3;11;8;Random;41
3;12;4;Model;54
3;13;4;Random;80
4;1;7;Random;27
4;2;2;Model;25
4;3;9;Random;24
4;4;8;Random;19
4;5;0;Random;23
4;6;0;Random;25
4;7;1;Random;23
4;8;1;Model;19
4;9;1;Model;12
4;10;1;Model;7
4;11;1;Model;2
4;12;5;Random;0
4;13;3;Random;0
4;14;3;Random;1
4;15;7;Random;4
4;16;6;Random;5
4;17;3;Random;7
4;18;3;Random;9
4;19;5;Model;4
4;20;6;Model;3
4;21;3;Random;6
4;22;3;Model;7
4;23;7;Model;6
4;24;5;Random;1
4;25;4;Random;6
4;26;9;Random;3
4;27;6;Random;6
4;28;7;Random;7
4;29;7;Model;4
4;30;1;Random;5
4;31;6;Random;6
4;32;0;Random;7
4;33;3;Random;5
4;34;9;Random;3
4;35;7;Model;4
4;36;2;Random;3
4;37;3;Random;4
4;38;4;Random;9
4;39;0;Random;10
4;40;5;Random;4
4;41;3;Random;4
4;42;8;Model;4
4;43;4;Random;9
4;44;4;Random;22
4;45;1;Random;18
4;46;9;Random;17
4;47;3;Random;17
4;48;3;Random;18
4;49;1;Random;15
4;50;7;Random;21
4;51;8;Model;15
4;52;3;Model;19
4;53;2;Random;15
4;54;6;Random;17
4;55;4;Random;30
4;56;8;Model;29
4;57;3;Random;27
4;58;3;Random;29
4;59;3;Random;30
4;60;2;Random;29
4;61;9;Random;29
4;62;2;Random;28
4;63;2;Random;27
4;64;1;Random;27
4;65;1;Random;31
4;66;8;Model;35
4;67;1;Random;33
4;68;9;Model;31
4;69;0;Random;31
4;70;6;Random;35
4;71;9;Random;31
4;72;8;Random;33
4;73;8;Random;39
4;74;9;Model;35
4;75;4;Random;54
4;76;4;Random;70
4;77;9;Model;66
5;1;4;Random;39
5;2;9;Model;35
5;3;3;Random;36
5;4;7;Random;42
5;5;9;Random;38
5;6;4;Random;53
5;7;9;Model;52
5;8;3;Random;52
5;9;8;Random;55
5;10;9;Model;53
5;11;1;Random;50
5;12;9;Model;51
5;13;5;Random;41
5;14;9;Model;42
5;15;2;Random;42
5;16;7;Random;42
5;17;7;Random;39
5;18;5;Random;28
5;19;6;Random;23
5;20;0;Random;20
5;21;1;Random;23
5;22;4;Random;41
5;23;8;Random;39
5;24;3;Model;40
5;25;3;Random;39
5;26;0;Random;40
5;27;4;Random;59
5;28;9;Model;53
5;29;8;Random;54
5;30;1;Random;54
5;31;5;Random;41
5;32;9;Model;39
5;33;0;Random;39
5;34;4;Random;52
5;35;4;Random;74
5;36;9;Random;70
6;1;2;Random;27
6;2;6;Random;32
6;3;1;Random;29
6;4;3;Random;27
6;5;1;Random;23
6;6;1;Random;16
6;7;4;Random;26
6;8;1;Model;17
6;9;4;Random;37
6;10;7;Random;46
6;11;0;Random;50
6;12;3;Random;53
6;13;2;Model;50
6;14;8;Random;41
6;15;2;Random;37
6;16;8;Random;36
6;17;1;Random;27
6;18;9;Random;19
6;19;2;Random;19
6;20;1;Random;13
6;21;8;Random;17
6;22;2;Random;21
6;23;8;Random;22
6;24;9;Random;23
6;25;4;Random;41
6;26;3;Random;38
7;1;0;Random;25
7;2;3;Model;27
7;3;6;Random;25
7;4;2;Random;28
7;5;8;Random;32
7;6;3;Random;29
7;7;3;Random;25
7;8;3;Random;27
7;9;7;Model;30
7;10;7;Model;34
7;11;4;Model;46
7;12;6;Random;47
7;13;5;Random;28
7;14;7;Random;28
7;15;9;Random;31
7;16;4;Random;47
7;17;2;Random;47
7;18;6;Model;47
7;19;1;Random;47
7;20;4;Random;67
7;21;6;Model;77
7;22;7;Random;74
7;23;7;Random;71
7;24;9;Random;70
7;25;9;Random;64
7;26;3;Random;61
7;27;7;Random;66
7;28;8;Random;61
7;29;7;Model;66
7;30;8;Model;61
7;31;8;Model;61
7;32;9;Random;57
7;33;9;Random;56
7;34;3;Random;60
7;35;6;Model;58
7;36;8;Random;56
7;37;0;Random;57
7;38;8;Random;57
7;39;6;Random;59
7;40;7;Random;61
7;41;0;Random;64
7;42;8;Random;63
7;43;5;Random;47
7;44;7;Model;45
7;45;7;Model;44
7;46;1;Random;46
7;47;8;Random;47
7;48;9;Random;45
7;49;1;Random;44
7;50;7;Model;47
7;51;7;Model;46
7;52;7;Random;40
7;53;4;Random;64
7;54;2;Random;67
7;55;0;Random;68
7;56;8;Random;63
7;57;4;Model;83
7;58;4;Model;106
8;1;6;Random;29
8;2;2;Random;32
8;3;2;Model;31
8;4;3;Random;32
8;5;6;Random;32
8;6;1;Random;31
8;7;7;Model;32
8;8;6;Random;34
8;9;7;Model;28
8;10;9;Random;28
8;11;6;Random;28
8;12;6;Random;25
8;13;7;Model;20
8;14;7;Model;16
8;15;4;Random;39
8;16;4;Random;67
8;17;3;Random;72
8;18;4;Random;99
8;19;6;Random;90
9;1;4;Random;39
9;2;6;Random;39
9;3;4;Random;56
9;4;3;Random;61
9;5;5;Random;42
9;6;2;Random;39
9;7;5;Random;29
9;8;7;Random;25
9;9;4;Random;46
9;10;7;Random;45
9;11;5;Random;29
9;12;6;Random;22
9;13;9;Model;29
9;14;1;Random;28
9;15;6;Random;26
9;16;7;Model;26
9;17;8;Random;26
9;18;1;Random;25
9;19;5;Random;17
9;20;1;Random;16
9;21;0;Random;17
9;22;8;Random;19
9;23;4;Random;29
9;24;5;Random;19
9;25;8;Random;19
9;26;9;Random;12
9;27;5;Random;3
9;28;8;Random;2
9;29;2;Random;4
9;30;3;Model;2
9;31;5;Model;0
9;32;4;Random;2
9;33;8;Model;2
9;34;2;Random;2
9;35;5;Random;0
9;36;3;Model;0
9;37;6;Random;1
9;38;6;Random;0
9;39;6;Model;0
9;40;9;Model;0
9;41;4;Random;3
9;42;6;Random;4
9;43;6;Random;7
9;44;6;Model;6
9;45;7;Model;5
9;46;7;Model;5
9;47;7;Model;8
9;48;3;Random;7
9;49;0;Random;6
9;50;7;Model;4
9;51;7;Model;3
9;52;0;Random;6
9;53;7;Model;9
9;54;4;Random;16
9;55;6;Random;17
9;56;7;Random;15
9;57;6;Model;12
9;58;3;Random;13
9;59;4;Random;20
9;60;0;Random;16
9;61;6;Random;12
9;62;2;Random;12
9;63;6;Model;9
9;64;6;Random;6
9;65;6;Model;5
9;66;9;Random;6
9;67;6;Model;5
9;68;4;Random;13
9;69;8;Random;16
9;70;2;Random;15
9;71;8;Random;17
9;72;6;Model;19
9;73;6;Random;20
9;74;7;Random;18
9;75;3;Random;16
9;76;9;Random;13
9;77;5;Random;10
9;78;8;Random;9
9;79;8;Random;11
9;80;6;Model;13
9;81;6;Model;16
9;82;6;Model;17
9;83;8;Model;16
9;84;7;Random;17
9;85;3;Random;16
9;86;8;Model;17
9;87;8;Model;17
9;88;8;Model;18
9;89;5;Random;10
9;90;6;Model;13
9;91;9;Random;10
9;92;2;Random;10
9;93;1;Random;11
9;94;6;Model;13
9;95;9;Random;11
9;96;5;Random;3
9;97;8;Model;1
9;98;7;Model;3
9;99;4;Random;11
9;100;4;Random;20
9;101;9;Random;19
9;102;9;Random;14
9;103;2;Random;14
9;104;8;Random;14
9;105;7;Model;14
9;106;7;Random;17
9;107;5;Random;7
9;108;7;Model;9
9;109;7;Model;8
9;110;1;Random;8
9;111;6;Random;9
9;112;7;Model;8
9;113;7;Model;7
9;114;7;Model;10
9;115;2;Random;10
9;116;9;Model;7
9;117;9;Random;4
9;118;9;Model;1
9;119;6;Random;4
9;120;5;Random;1
9;121;5;Random;0
9;122;9;Model;0
9;123;4;Random;0
9;124;9;Random;0
9;125;9;Model;0
9;126;0;Model;0
9;127;4;Random;0
9;128;0;Model;0
9;129;1;Random;0
9;130;8;Random;2
9;131;0;Model;1
9;132;4;Random;5
9;133;9;Random;4
9;134;0;Model;4
9;135;0;Random;3
9;136;0;Random;4
9;137;9;Random;5
9;138;2;Random;3
9;139;1;Random;4
9;140;4;Random;16
9;141;8;Model;16
9;142;3;Random;16
9;143;1;Random;19
9;144;8;Model;23
9;145;8;Model;27
9;146;4;Model;45
9;147;4;Model;62
9;148;4;Model;85
10;1;6;Random;29
10;2;1;Model;27
10;3;1;Model;23
10;4;6;Model;29
10;5;5;Model;19
10;6;6;Model;20
10;7;8;Random;17
10;8;8;Model;12
10;9;6;Model;15
10;10;3;Random;17
10;11;6;Model;16
10;12;9;Random;17
10;13;6;Model;16
10;14;1;Random;15
10;15;8;Random;9
10;16;6;Model;10
10;17;5;Random;3
10;18;5;Random;0
10;19;4;Model;3
10;20;6;Model;2
10;21;6;Model;3
10;22;6;Model;5
10;23;0;Random;8
10;24;3;Random;9
10;25;6;Random;6
10;26;1;Random;8
10;27;6;Model;5
10;28;5;Random;1
10;29;0;Random;1
10;30;7;Random;0
10;31;3;Random;0
10;32;4;Model;3
10;33;6;Model;2
10;34;9;Model;3
10;35;6;Model;2
10;36;6;Model;5
10;37;9;Model;2
10;38;8;Random;4
10;39;9;Random;4
10;40;4;Model;14
10;41;7;Random;16
10;42;6;Model;13
10;43;1;Random;15
10;44;6;Random;10
10;45;4;Model;21
10;46;9;Random;28
10;47;7;Random;29
10;48;0;Random;26
10;49;9;Model;28
10;50;9;Model;30
10;51;9;Model;36
10;52;8;Random;33
10;53;6;Model;33
10;54;9;Model;33
10;55;9;Model;38
10;56;9;Model;36
10;57;4;Random;51
10;58;7;Model;54
10;59;7;Model;53
10;60;7;Model;41
10;61;3;Random;36
10;62;7;Model;39
10;63;5;Random;16
10;64;1;Random;16
10;65;0;Random;16
10;66;2;Random;19
10;67;7;Model;20
10;68;7;Model;26
10;69;7;Model;28
10;70;7;Model;30
10;71;0;Model;33
10;72;0;Model;32
10;73;7;Random;31
10;74;2;Random;29
10;75;2;Random;26
10;76;0;Random;24
10;77;2;Model;20
10;78;3;Random;24
10;79;5;Random;9
10;80;1;Random;12
10;81;4;Random;26
10;82;9;Random;32
10;83;3;Random;33
10;84;8;Model;33
10;85;6;Random;30
10;86;8;Model;30
10;87;8;Model;23
10;88;4;Model;35
10;89;1;Random;36
10;90;4;Random;55
10;91;4;Model;78
10;92;4;Model;107
11;1;1;Random;19
11;2;7;Random;24
11;3;8;Random;19
11;4;4;Model;35
11;5;0;Random;39
11;6;4;Model;55
11;7;8;Random;45
11;8;4;Model;64
11;9;4;Model;96
12;1;8;Random;23
12;2;4;Model;32
12;3;0;Random;36
12;4;8;Random;32
12;5;1;Model;27
12;6;7;Random;32
12;7;8;Random;27
12;8;8;Model;20
12;9;6;Model;31
12;10;0;Model;37
12;11;0;Model;41
12;12;3;Random;37
12;13;8;Model;37
12;14;8;Model;30
12;15;8;Model;22
12;16;8;Random;17
12;17;6;Random;23
12;18;6;Model;25
12;19;7;Random;34
12;20;5;Random;18
12;21;6;Random;22
12;22;9;Random;18
12;23;4;Random;34
12;24;0;Model;38
12;25;6;Random;39
12;26;2;Model;36
12;27;7;Model;43
12;28;3;Random;50
12;29;1;Model;46
12;30;6;Random;43
12;31;1;Model;39
12;32;3;Random;46
12;33;7;Model;51
12;34;1;Random;47
12;35;1;Model;40
12;36;1;Model;35
12;37;4;Model;51
12;38;4;Model;67
12;39;8;Model;60
13;1;3;Random;24
13;2;0;Random;27
13;3;2;Model;25
13;4;2;Model;29
13;5;0;Random;28
13;6;1;Random;29
13;7;8;Random;29
13;8;6;Model;31
13;9;4;Random;41
13;10;6;Model;50
13;11;6;Model;52
13;12;6;Model;53
13;13;2;Random;52
13;14;0;Random;54
13;15;6;Model;51
13;16;6;Model;46
13;17;6;Model;41
13;18;0;Random;39
13;19;6;Model;33
13;20;2;Random;32
13;21;2;Random;30
13;22;1;Random;32
13;23;6;Model;28
13;24;9;Random;32
13;25;6;Model;28
13;26;8;Random;29
13;27;6;Model;31
13;28;5;Model;15
13;29;8;Model;20
13;30;8;Model;24
13;31;8;Model;30
13;32;9;Random;26
13;33;5;Random;12
13;34;8;Model;15
13;35;2;Model;19
13;36;7;Model;14
13;37;2;Model;17
13;38;8;Model;17
13;39;2;Random;14
13;40;8;Model;14
13;41;9;Random;17
13;42;3;Random;19
13;43;4;Random;33
13;44;1;Random;31
13;45;2;Model;31
13;46;2;Model;30
13;47;2;Model;28
13;48;2;Model;25
13;49;9;Random;27
13;50;2;Model;25
13;51;1;Random;23
13;52;4;Random;39
13;53;2;Model;36
13;54;4;Random;47
13;55;8;Random;36
13;56;3;Random;43
13;57;2;Model;36
13;58;2;Model;33
13;59;2;Model;32
13;60;6;Random;31
13;61;3;Random;34
13;62;2;Model;31
13;63;5;Random;25
13;64;2;Model;21
13;65;2;Model;16
14;1;3;Random;24
14;2;3;Random;26
14;3;4;Model;41
14;4;3;Model;42
14;5;1;Model;37
14;6;8;Random;29
14;7;0;Random;36
14;8;1;Model;29
14;9;2;Model;29
14;10;1;Model;22
14;11;3;Random;23
14;12;4;Model;48
14;13;0;Random;50
14;14;6;Model;53
14;15;2;Random;50
14;16;6;Model;50
14;17;6;Model;52
14;18;9;Random;50
14;19;5;Random;36
14;20;6;Random;38
14;21;6;Model;46
14;22;6;Model;51
14;23;3;Model;47
14;24;5;Random;34
14;25;6;Random;33
14;26;7;Random;25
14;27;3;Model;22
14;28;1;Random;28
14;29;3;Model;23
14;30;3;Model;22
14;31;2;Random;23
14;32;2;Random;28
14;33;9;Model;28
14;34;9;Model;25
14;35;2;Random;28
14;36;4;Model;43
14;37;7;Random;46
14;38;4;Random;67
14;39;0;Random;71
14;40;4;Model;96
14;41;8;Random;88
15;1;9;Random;19
15;2;2;Random;19
15;3;3;Model;19
15;4;3;Model;21
15;5;3;Model;23
15;6;2;Random;21
15;7;1;Random;14
15;8;3;Model;16
15;9;7;Random;24
15;10;3;Model;25
15;11;8;Random;17
15;12;1;Model;13
15;13;4;Random;30
15;14;9;Random;34
15;15;1;Model;32
15;16;1;Model;34
15;17;2;Random;32
15;18;6;Random;24
15;19;1;Model;28
15;20;1;Model;29
15;21;9;Random;35
15;22;1;Model;41
15;23;1;Model;45
15;24;1;Model;49
15;25;1;Model;50
15;26;5;Random;31
15;27;1;Model;32
15;28;7;Random;31
15;29;2;Random;31
15;30;0;Random;33
15;31;9;Random;31
15;32;0;Model;34
15;33;1;Model;31
15;34;5;Random;20
15;35;2;Random;19
15;36;1;Model;19
15;37;1;Random;21
15;38;0;Model;19
15;39;1;Model;21
15;40;3;Random;22
15;41;1;Model;23
15;42;9;Model;21
15;43;9;Model;20
15;44;8;Random;25
15;45;9;Model;22
15;46;9;Random;17
15;47;9;Model;13
15;48;9;Model;10
15;49;9;Model;7
15;50;9;Model;5
15;51;9;Random;6
15;52;9;Model;8
15;53;1;Random;9
15;54;6;Model;6
15;55;9;Model;9
15;56;6;Model;6
15;57;2;Random;4
15;58;1;Random;7
15;59;6;Model;2
15;60;5;Random;0
15;61;6;Model;0
15;62;5;Random;0
15;63;4;Random;0
15;64;8;Random;1
15;65;5;Random;0
15;66;9;Model;0
15;67;6;Model;0
15;68;6;Random;0
15;69;2;Random;0
15;70;9;Model;0
15;71;9;Model;0
15;72;6;Model;0
15;73;4;Random;2
15;74;0;Random;2
15;75;9;Model;1
15;76;9;Model;0
15;77;6;Model;1
15;78;6;Model;2
15;79;9;Random;1
15;80;7;Random;0
15;81;9;Random;0
15;82;8;Random;0
15;83;9;Model;3
15;84;9;Model;6
15;85;6;Model;3
15;86;9;Random;6
15;87;2;Random;6
15;88;8;Model;6
15;89;8;Model;3
15;90;2;Model;2
16;1;9;Random;19
16;2;4;Random;35
16;3;6;Random;39
16;4;8;Model;32
16;5;8;Random;27
16;6;8;Model;20
16;7;4;Random;36
16;8;8;Model;28
16;9;8;Model;21
16;10;8;Model;19
16;11;7;Random;21
16;12;2;Model;21
16;13;3;Model;21
16;14;6;Model;28
16;15;3;Random;28
16;16;6;Model;35
16;17;3;Random;35
16;18;6;Model;43
16;19;6;Model;51
16;20;6;Model;56
16;21;8;Random;48
16;22;0;Model;54
16;23;2;Random;49
16;24;4;Model;76
16;25;1;Random;68
17;1;9;Random;19
17;2;4;Model;35
17;3;9;Random;29
17;4;4;Model;50
17;5;4;Model;78
17;6;3;Random;77
18;1;6;Random;29
18;2;3;Model;25
18;3;1;Model;23
18;4;3;Model;24
18;5;1;Model;19
18;6;3;Model;21
18;7;5;Random;8
18;8;6;Random;11
18;9;0;Random;14
18;10;1;Model;11
18;11;2;Model;13
18;12;3;Model;11
18;13;1;Model;6
18;14;2;Model;8
18;15;1;Model;4
18;16;1;Model;0
18;17;1;Model;0
18;18;1;Model;0
18;19;0;Random;0
18;20;4;Model;2
18;21;1;Model;3
18;22;5;Random;0
18;23;1;Model;1
18;24;9;Model;5
18;25;1;Model;8
18;26;9;Model;12
18;27;9;Model;15
18;28;5;Model;6
18;29;6;Random;4
18;30;9;Random;6
18;31;8;Random;4
18;32;7;Model;6
18;33;3;Random;8
18;34;7;Model;9
18;35;8;Random;8
18;36;7;Model;9
18;37;8;Model;8
18;38;7;Model;9
18;39;6;Random;8
18;40;3;Random;9
18;41;1;Model;9
18;42;8;Random;8
18;43;0;Model;9
18;44;2;Random;7
18;45;0;Model;6
18;46;5;Random;1
18;47;8;Model;0
18;48;8;Model;0
18;49;0;Model;0
18;50;8;Model;1
18;51;8;Random;0
18;52;6;Model;0
18;53;2;Random;0
18;54;4;Random;1
18;55;2;Model;0
18;56;7;Random;0
18;57;6;Model;0
18;58;6;Model;0
18;59;8;Random;0
18;60;5;Random;0
18;61;5;Random;0
18;62;4;Model;0
19;1;0;Random;25
19;2;2;Random;29
19;3;4;Model;39
19;4;2;Random;38
19;5;4;Model;52
19;6;4;Model;76
19;7;4;Model;98
20;1;0;Random;25
20;2;7;Model;28
20;3;4;Model;46
20;4;5;Random;28
20;5;7;Model;31
20;6;4;Model;47
20;7;4;Model;62
20;8;5;Random;47
20;9;4;Model;62
20;10;5;Random;47
20;11;4;Model;62
20;12;5;Random;47
20;13;0;Random;47
20;14;0;Model;47
20;15;9;Model;47
20;16;0;Model;46
20;17;2;Model;47
20;18;2;Model;44
20;19;6;Model;45
20;20;4;Random;75
20;21;2;Model;71
20;22;4;Random;102
20;23;1;Random;100
21;1;7;Random;27
21;2;0;Model;28
21;3;2;Random;25
21;4;2;Random;28
21;5;4;Random;43
21;6;2;Random;42
21;7;0;Model;42
21;8;0;Model;41
21;9;4;Random;64
21;10;4;Model;94
21;11;4;Model;124
22;1;4;Random;39
22;2;4;Model;55
22;3;3;Random;58
22;4;4;Model;76
22;5;4;Model;96
23;1;0;Random;25
23;2;3;Model;27
23;3;7;Model;30
23;4;7;Model;34
23;5;7;Model;31
23;6;7;Model;31
23;7;7;Model;32
23;8;7;Random;26
23;9;7;Model;19
23;10;4;Random;41
23;11;1;Random;44
23;12;8;Model;46
23;13;9;Model;45
23;14;9;Model;41
23;15;2;Random;46
23;16;1;Random;44
23;17;5;Random;30
23;18;6;Random;31
23;19;3;Model;27
23;20;0;Random;24
23;21;6;Random;27
23;22;3;Model;23
23;23;4;Model;42
23;24;8;Model;48
23;25;4;Model;63
23;26;8;Model;59
23;27;4;Model;76
23;28;0;Random;84
24;1;7;Random;27
24;2;0;Random;28
24;3;4;Model;46
24;4;4;Model;66
24;5;6;Random;67
24;6;6;Model;67
24;7;7;Model;74
24;8;7;Model;78
24;9;7;Model;74
24;10;7;Model;65
24;11;7;Model;61
24;12;7;Model;55
24;13;7;Model;57
24;14;7;Model;62
24;15;7;Model;62
24;16;7;Model;61
24;17;7;Model;57
24;18;8;Model;61
24;19;7;Model;57
24;20;8;Random;61
24;21;7;Model;57
24;22;7;Model;51
24;23;6;Model;53
24;24;6;Model;57
24;25;8;Model;60
24;26;5;Random;40
24;27;7;Model;37
24;28;8;Model;40
24;29;7;Model;37
24;30;6;Model;42
24;31;5;Random;27
24;32;7;Model;18
24;33;9;Random;17
24;34;6;Model;18
24;35;8;Model;27
24;36;6;Model;27
24;37;8;Model;35
24;38;1;Random;35
24;39;7;Model;31
24;40;7;Model;22
24;41;8;Model;31
24;42;6;Model;32
24;43;7;Model;27
24;44;8;Model;32
24;45;1;Model;35
24;46;1;Model;35
24;47;7;Random;31
24;48;8;Model;35
24;49;7;Model;31
24;50;8;Model;35
24;51;1;Random;36
24;52;1;Random;35
24;53;7;Model;32
24;54;0;Random;31
24;55;1;Model;32
24;56;1;Model;31
24;57;1;Model;28
24;58;6;Random;35
24;59;5;Random;19
24;60;1;Model;18
24;61;1;Random;16
24;62;6;Random;20
24;63;1;Model;20
24;64;1;Model;20
24;65;1;Model;20
24;66;1;Model;20
24;67;1;Model;20
24;68;7;Model;16
24;69;1;Model;17
24;70;1;Model;15
24;71;7;Model;14
24;72;1;Model;12
24;73;4;Random;25
24;74;1;Model;25
24;75;9;Model;21
24;76;9;Model;23
24;77;6;Random;21
24;78;9;Model;23
24;79;7;Random;18
24;80;3;Model;20
24;81;3;Random;21
24;82;4;Random;39
24;83;5;Random;21
24;84;8;Random;23
24;85;1;Model;20
24;86;3;Model;21
24;87;1;Model;22
24;88;1;Random;22
24;89;2;Random;22
24;90;1;Random;19
24;91;6;Model;22
24;92;6;Model;24
24;93;6;Model;24
24;94;6;Random;27
24;95;3;Model;23
24;96;3;Model;23
24;97;6;Random;21
24;98;3;Model;20
24;99;8;Random;23
24;100;5;Random;12
24;101;6;Model;10
24;102;6;Model;13
24;103;6;Model;18
24;104;4;Model;30
24;105;3;Model;31
24;106;3;Model;25
24;107;9;Random;19
24;108;3;Model;18
24;109;3;Model;16
24;110;3;Model;18
24;111;8;Random;18
24;112;3;Model;20
24;113;3;Model;21
24;114;3;Random;24
24;115;8;Model;24
24;116;2;Random;23
24;117;4;Model;32
24;118;8;Model;37
24;119;8;Model;41
24;120;4;Model;64
24;121;9;Random;53
24;122;8;Model;59
24;123;9;Random;55
24;124;9;Model;52
24;125;4;Model;83
24;126;9;Model;76
25;1;9;Random;19
25;2;1;Random;12
25;3;8;Model;7
25;4;8;Random;4
25;5;7;Random;7
25;6;8;Random;4
25;7;2;Random;4
25;8;8;Model;2
25;9;9;Model;2
25;10;4;Random;7
25;11;9;Model;10
25;12;9;Model;20
25;13;9;Model;34
25;14;9;Model;45
25;15;9;Model;52
25;16;9;Model;50
25;17;9;Model;46
25;18;2;Model;49
25;19;2;Model;52
25;20;2;Model;52
25;21;2;Model;48
25;22;2;Model;43
25;23;7;Random;49
25;24;2;Model;43
25;25;8;Random;35
25;26;2;Model;27
25;27;2;Model;28
25;28;2;Model;30
25;29;2;Model;30
25;30;2;Model;28
25;31;2;Model;28
25;32;5;Random;14
25;33;7;Model;10
25;34;9;Random;15
25;35;9;Random;20
25;36;1;Random;25
25;37;2;Model;25
25;38;2;Model;25
25;39;5;Random;10
25;40;1;Model;15
25;41;2;Model;15
25;42;1;Model;20
25;43;1;Model;20
25;44;1;Model;20
25;45;1;Model;20
25;46;1;Model;19
25;47;3;Random;21
25;48;1;Model;18
25;49;8;Model;12
25;50;8;Model;10
25;51;8;Model;11
25;52;8;Model;11
25;53;1;Model;11
25;54;6;Random;8
25;55;1;Model;9
25;56;1;Model;9
25;57;1;Model;7
25;58;4;Random;14
25;59;1;Model;11
25;60;1;Model;8
25;61;1;Model;7
26;1;2;Random;27
26;2;3;Model;23
26;3;3;Model;24
26;4;5;Random;11
26;5;3;Model;13
26;6;3;Model;15
26;7;5;Random;3
26;8;1;Model;3
26;9;8;Random;0
26;10;6;Model;2
26;11;6;Model;6
26;12;6;Model;9
26;13;6;Model;8
26;14;7;Random;7
26;15;5;Random;1
26;16;6;Model;1
26;17;6;Model;0
26;18;9;Model;1
26;19;3;Random;0
26;20;8;Random;1
26;21;0;Model;1
26;22;0;Model;0
26;23;1;Random;1
26;24;0;Model;0
26;25;4;Random;2
26;26;0;Model;1
26;27;0;Model;1
26;28;2;Model;4
26;29;2;Model;5
26;30;7;Random;5
26;31;3;Random;3
26;32;5;Random;0
26;33;2;Model;0
26;34;6;Random;1
26;35;9;Random;0
26;36;2;Model;1
26;37;2;Model;0
26;38;9;Model;1
26;39;6;Random;0
26;40;9;Model;1
26;41;9;Model;1
26;42;4;Model;4
26;43;9;Model;2
26;44;8;Random;5
26;45;6;Random;7
26;46;9;Model;5
26;47;9;Model;6
26;48;6;Model;5
26;49;6;Model;7
26;50;4;Random;15
26;51;6;Model;16
26;52;6;Model;20
26;53;6;Model;15
26;54;6;Model;12
26;55;8;Model;15
26;56;7;Random;12
26;57;6;Model;14
26;58;8;Model;12
26;59;5;Model;5
26;60;5;Model;0
26;61;5;Random;0
26;62;8;Model;0
27;1;9;Random;19
27;2;4;Model;35
27;3;4;Model;53
27;4;4;Model;73
27;5;4;Model;99
28;1;6;Random;29
28;2;8;Model;29
28;3;5;Random;19
28;4;8;Model;13
28;5;8;Model;7
28;6;3;Random;8
28;7;8;Model;4
28;8;0;Random;7
28;9;1;Random;4
28;10;2;Random;4
28;11;6;Model;7
28;12;6;Model;9
28;13;6;Model;10
28;14;6;Model;11
28;15;6;Model;13
28;16;6;Model;12
28;17;6;Model;14
28;18;6;Model;14
28;19;6;Model;12
28;20;6;Model;9
28;21;6;Model;6
28;22;8;Model;7
28;23;6;Model;10
28;24;6;Random;15
28;25;9;Random;10
28;26;8;Random;12
28;27;8;Model;17
28;28;7;Model;12
28;29;6;Model;17
28;30;2;Model;16
28;31;3;Random;17
